scaffold.name	scaffold.length
NT_171401.1	1481
NT_171402.1	1481
NT_171404.1	1480
NT_171405.1	1480
NT_171406.1	1480
NT_171408.1	1479
NT_171407.1	1479
NT_171409.1	1479
NT_171411.1	1478
NT_171410.1	1478
NT_171413.1	1477
NT_171412.1	1477
NT_171414.1	1477
NT_171417.1	1476
NT_171416.1	1476
NT_171418.1	1476
NT_171415.1	1476
NT_171419.1	1475
NT_171422.1	1474
NT_171420.1	1474
NT_171421.1	1474
NT_171424.1	1473
NT_171425.1	1473
NT_171423.1	1473
NT_171426.1	1473
NT_171427.1	1472
NT_171430.1	1472
NT_171429.1	1472
NT_171431.1	1472
NT_171428.1	1472
NT_171433.1	1471
NT_171432.1	1471
NT_171434.1	1471
NT_171435.1	1471
NT_171440.1	1469
NT_171436.1	1469
NT_171441.1	1469
NT_171438.1	1469
NT_171439.1	1469
NT_171437.1	1469
NT_171442.1	1468
NT_171444.1	1467
NT_171445.1	1467
NT_171443.1	1467
NT_171447.1	1466
NT_171449.1	1466
NT_171448.1	1466
NT_171446.1	1466
NT_171451.1	1465
NT_171450.1	1465
NT_171452.1	1465
NT_171454.1	1464
NT_171453.1	1464
NT_171455.1	1464
NT_171456.1	1463
NT_171459.1	1462
NT_171457.1	1462
NT_171458.1	1462
NT_171462.1	1461
NT_171463.1	1461
NT_171460.1	1461
NT_171461.1	1461
NT_171465.1	1460
NT_171466.1	1460
NT_171464.1	1460
NT_171470.1	1459
NT_171469.1	1459
NT_171468.1	1459
NT_171467.1	1459
NT_171473.1	1458
NT_171471.1	1458
NT_171474.1	1458
NT_171472.1	1458
NT_171479.1	1457
NT_171480.1	1457
NT_171476.1	1457
NT_171477.1	1457
NT_171478.1	1457
NT_171481.1	1457
NT_171482.1	1456
NT_171483.1	1456
NT_171484.1	1454
NT_171485.1	1453
NT_171486.1	1452
NT_171488.1	1451
NT_171487.1	1451
NT_171489.1	1451
NT_171492.1	1450
NT_171491.1	1450
NT_171490.1	1450
NT_171493.1	1449
NT_171494.1	1448
NT_171496.1	1448
NT_171497.1	1448
NT_171495.1	1448
NT_171499.1	1447
NT_171498.1	1447
NT_171500.1	1447
NT_171501.1	1446
NT_171503.1	1446
NT_171502.1	1446
NT_171508.1	1445
NT_171507.1	1445
NT_171509.1	1445
NT_171504.1	1445
NT_171505.1	1445
NT_171506.1	1445
NT_171510.1	1444
NT_171514.1	1442
NT_171516.1	1442
NT_171515.1	1442
NT_171511.1	1442
NT_171513.1	1442
NT_171517.1	1442
NT_171512.1	1442
NT_171518.1	1441
NT_171519.1	1441
NT_171522.1	1440
NT_171523.1	1440
NT_171520.1	1440
NT_171521.1	1440
NT_171524.1	1440
NT_171528.1	1439
NT_171527.1	1439
NT_171525.1	1439
NT_171526.1	1439
NT_171530.1	1438
NT_171529.1	1438
NT_171532.1	1437
NT_171531.1	1437
NT_171533.1	1436
NT_171535.1	1435
NT_171534.1	1435
NT_171536.1	1434
NT_171537.1	1434
NT_171538.1	1433
NT_171540.1	1433
NT_171539.1	1433
NT_171541.1	1432
NT_171546.1	1431
NT_171542.1	1431
NT_171543.1	1431
NT_171544.1	1431
NT_171545.1	1431
NT_171549.1	1430
NT_171548.1	1430
NT_171547.1	1430
NT_171553.1	1429
NT_171552.1	1429
NT_171551.1	1429
NT_171550.1	1429
NT_171555.1	1428
NT_171554.1	1428
NT_171560.1	1427
NT_171556.1	1427
NT_171557.1	1427
NT_171558.1	1427
NT_171559.1	1427
NT_171561.1	1425
NT_171562.1	1425
NT_171563.1	1425
NT_171569.1	1424
NT_171564.1	1424
NT_171565.1	1424
NT_171567.1	1424
NT_171568.1	1424
NT_171566.1	1424
NT_171573.1	1423
NT_171571.1	1423
NT_171572.1	1423
NT_171570.1	1423
NT_171574.1	1422
NT_171577.1	1421
NT_171575.1	1421
NT_171576.1	1421
NT_171578.1	1420
NT_171581.1	1419
NT_171583.1	1419
NT_171582.1	1419
NT_171579.1	1419
NT_171580.1	1419
NT_171584.1	1418
NT_171585.1	1417
NT_171586.1	1417
NT_171587.1	1417
NT_171588.1	1416
NT_171589.1	1416
NT_171590.1	1416
NT_171591.1	1415
NT_171592.1	1415
NT_171594.1	1414
NT_171593.1	1414
NT_171595.1	1414
NT_171596.1	1413
NT_171597.1	1413
NT_171598.1	1413
NT_171599.1	1412
NT_171600.1	1411
NT_171601.1	1411
NT_171604.1	1411
NT_171602.1	1411
NT_171603.1	1411
NT_171605.1	1410
NT_171606.1	1410
NT_171607.1	1410
NT_171608.1	1410
NT_171609.1	1410
NT_171610.1	1410
NT_171612.1	1409
NT_171611.1	1409
NT_171619.1	1408
NT_171620.1	1408
NT_171616.1	1408
NT_171617.1	1408
NT_171618.1	1408
NT_171613.1	1408
NT_171614.1	1408
NT_171615.1	1408
NT_171621.1	1407
NT_171625.1	1407
NT_171623.1	1407
NT_171624.1	1407
NT_171622.1	1407
NT_171627.1	1406
NT_171628.1	1406
NT_171626.1	1406
NT_171630.1	1405
NT_171629.1	1405
NT_171631.1	1404
NT_171635.1	1404
NT_171634.1	1404
NT_171633.1	1404
NT_171632.1	1404
NT_171636.1	1403
NT_171638.1	1402
NT_171637.1	1402
NT_171639.1	1401
NT_171640.1	1401
NT_171641.1	1400
NT_171642.1	1400
NT_171643.1	1400
NT_171652.1	1399
NT_171644.1	1399
NT_171651.1	1399
NT_171645.1	1399
NT_171650.1	1399
NT_171646.1	1399
NT_171649.1	1399
NT_171648.1	1399
NT_171647.1	1399
NT_171657.1	1398
NT_171656.1	1398
NT_171655.1	1398
NT_171654.1	1398
NT_171653.1	1398
NT_171661.1	1397
NT_171660.1	1397
NT_171659.1	1397
NT_171658.1	1397
NT_171662.1	1396
NT_171665.1	1396
NT_171664.1	1396
NT_171663.1	1396
NT_171666.1	1395
NT_171667.1	1395
NT_171668.1	1395
NT_171669.1	1395
NT_171670.1	1394
NT_171672.1	1392
NT_171671.1	1392
NT_171673.1	1391
NT_171674.1	1391
NT_171676.1	1389
NT_171678.1	1389
NT_171675.1	1389
NT_171679.1	1389
NT_171677.1	1389
NT_171684.1	1388
NT_171681.1	1388
NT_171682.1	1388
NT_171683.1	1388
NT_171685.1	1388
NT_171686.1	1388
NT_171680.1	1388
NT_171695.1	1387
NT_171687.1	1387
NT_171688.1	1387
NT_171689.1	1387
NT_171691.1	1387
NT_171690.1	1387
NT_171692.1	1387
NT_171693.1	1387
NT_171694.1	1387
NT_171696.1	1386
NT_171698.1	1386
NT_171699.1	1386
NT_171697.1	1386
NT_171702.1	1385
NT_171701.1	1385
NT_171703.1	1385
NT_171700.1	1385
NT_171704.1	1384
NT_171706.1	1384
NT_171705.1	1384
NT_171707.1	1383
NT_171710.1	1382
NT_171708.1	1382
NT_171709.1	1382
NT_171711.1	1381
NT_171712.1	1380
NT_171717.1	1380
NT_171713.1	1380
NT_171715.1	1380
NT_171716.1	1380
NT_171714.1	1380
NT_171723.1	1379
NT_171721.1	1379
NT_171722.1	1379
NT_171718.1	1379
NT_171719.1	1379
NT_171720.1	1379
NT_171724.1	1378
NT_171725.1	1378
NT_171727.1	1377
NT_171728.1	1377
NT_171726.1	1377
NT_171729.1	1377
NT_171730.1	1377
NT_171731.1	1377
NT_171732.1	1376
NT_171734.1	1375
NT_171735.1	1375
NT_171736.1	1375
NT_171733.1	1375
NT_171737.1	1375
NT_171738.1	1374
NT_171739.1	1374
NT_171740.1	1373
NT_171741.1	1372
NT_171744.1	1371
NT_171745.1	1371
NT_171742.1	1371
NT_171743.1	1371
NT_171746.1	1370
NT_171747.1	1370
NT_171750.1	1369
NT_171748.1	1369
NT_171749.1	1369
NT_171752.1	1368
NT_171751.1	1368
NT_171753.1	1367
NT_171754.1	1367
NT_171755.1	1366
NT_171757.1	1366
NT_171756.1	1366
NT_171758.1	1366
NT_171759.1	1365
NT_171760.1	1365
NT_171761.1	1365
NT_171762.1	1364
NT_171763.1	1364
NT_171765.1	1363
NT_171764.1	1363
NT_171767.1	1362
NT_171768.1	1362
NT_171766.1	1362
NT_171770.1	1361
NT_171769.1	1361
NT_171771.1	1360
NT_171772.1	1360
NT_171776.1	1359
NT_171774.1	1359
NT_171773.1	1359
NT_171775.1	1359
NT_171777.1	1358
NT_171781.1	1358
NT_171780.1	1358
NT_171779.1	1358
NT_171778.1	1358
NT_171782.1	1357
NT_171785.1	1357
NT_171784.1	1357
NT_171786.1	1357
NT_171783.1	1357
NT_171790.1	1356
NT_171789.1	1356
NT_171788.1	1356
NT_171787.1	1356
NT_171793.1	1355
NT_171792.1	1355
NT_171791.1	1355
NT_171796.1	1355
NT_171795.1	1355
NT_171797.1	1355
NT_171794.1	1355
NT_171798.1	1354
NT_171800.1	1354
NT_171799.1	1354
NT_171802.1	1354
NT_171803.1	1354
NT_171801.1	1354
NT_171807.1	1353
NT_171808.1	1353
NT_171809.1	1353
NT_171804.1	1353
NT_171805.1	1353
NT_171806.1	1353
NT_171810.1	1352
NT_171811.1	1351
NT_171812.1	1351
NT_171813.1	1351
NT_171814.1	1351
NT_171815.1	1350
NT_171816.1	1350
NT_171818.1	1350
NT_171819.1	1350
NT_171820.1	1350
NT_171817.1	1350
NT_171821.1	1349
NT_171822.1	1349
NT_171823.1	1348
NT_171824.1	1348
NT_171828.1	1347
NT_171829.1	1347
NT_171827.1	1347
NT_171826.1	1347
NT_171834.1	1347
NT_171832.1	1347
NT_171833.1	1347
NT_171830.1	1347
NT_171831.1	1347
NT_171825.1	1347
NT_171836.1	1346
NT_171837.1	1346
NT_171835.1	1346
NT_171838.1	1345
NT_171839.1	1345
NT_171842.1	1345
NT_171840.1	1345
NT_171841.1	1345
NT_171846.1	1344
NT_171844.1	1344
NT_171845.1	1344
NT_171843.1	1344
NT_171848.1	1343
NT_171849.1	1343
NT_171851.1	1343
NT_171847.1	1343
NT_171852.1	1343
NT_171850.1	1343
NT_171856.1	1342
NT_171854.1	1342
NT_171853.1	1342
NT_171855.1	1342
NT_171857.1	1341
NT_171858.1	1341
NT_171859.1	1341
NT_171860.1	1341
NT_171861.1	1340
NT_171865.1	1339
NT_171863.1	1339
NT_171864.1	1339
NT_171862.1	1339
NT_171866.1	1338
NT_171867.1	1338
NT_171868.1	1337
NT_171869.1	1337
NT_171870.1	1337
NT_171873.1	1336
NT_171875.1	1336
NT_171872.1	1336
NT_171874.1	1336
NT_171871.1	1336
NT_171879.1	1335
NT_171878.1	1335
NT_171876.1	1335
NT_171877.1	1335
NT_171881.1	1334
NT_171880.1	1334
NT_171884.1	1332
NT_171886.1	1332
NT_171883.1	1332
NT_171882.1	1332
NT_171885.1	1332
NT_171887.1	1331
NT_171888.1	1331
NT_171891.1	1330
NT_171893.1	1330
NT_171894.1	1330
NT_171890.1	1330
NT_171892.1	1330
NT_171889.1	1330
NT_171896.1	1329
NT_171895.1	1329
NT_171900.1	1328
NT_171899.1	1328
NT_171898.1	1328
NT_171897.1	1328
NT_171904.1	1328
NT_171903.1	1328
NT_171902.1	1328
NT_171901.1	1328
NT_171908.1	1327
NT_171905.1	1327
NT_171907.1	1327
NT_171906.1	1327
NT_171910.1	1326
NT_171909.1	1326
NT_171913.1	1326
NT_171912.1	1326
NT_171911.1	1326
NT_171915.1	1325
NT_171917.1	1325
NT_171916.1	1325
NT_171914.1	1325
NT_171918.1	1324
NT_171919.1	1323
NT_171920.1	1323
NT_171921.1	1323
NT_171922.1	1322
NT_171923.1	1322
NT_171925.1	1321
NT_171928.1	1321
NT_171927.1	1321
NT_171924.1	1321
NT_171926.1	1321
NT_171932.1	1320
NT_171929.1	1320
NT_171931.1	1320
NT_171930.1	1320
NT_171934.1	1319
NT_171933.1	1319
NT_171935.1	1319
NT_171940.1	1318
NT_171941.1	1318
NT_171939.1	1318
NT_171938.1	1318
NT_171936.1	1318
NT_171937.1	1318
NT_171942.1	1317
NT_171944.1	1317
NT_171943.1	1317
NT_171947.1	1317
NT_171948.1	1317
NT_171950.1	1317
NT_171949.1	1317
NT_171946.1	1317
NT_171945.1	1317
NT_171953.1	1316
NT_171952.1	1316
NT_171951.1	1316
NT_171954.1	1316
NT_171956.1	1315
NT_171955.1	1315
NT_171957.1	1314
NT_171958.1	1314
NT_171959.1	1314
NT_171965.1	1313
NT_171966.1	1313
NT_171960.1	1313
NT_171967.1	1313
NT_171968.1	1313
NT_171963.1	1313
NT_171964.1	1313
NT_171961.1	1313
NT_171962.1	1313
NT_171969.1	1312
NT_171970.1	1312
NT_171971.1	1312
NT_171972.1	1312
NT_171973.1	1312
NT_171974.1	1311
NT_171975.1	1311
NT_171976.1	1311
NT_171977.1	1311
NT_171979.1	1310
NT_171978.1	1310
NT_171983.1	1310
NT_171982.1	1310
NT_171980.1	1310
NT_171981.1	1310
NT_171986.1	1309
NT_171985.1	1309
NT_171984.1	1309
NT_171989.1	1308
NT_171988.1	1308
NT_171987.1	1308
NT_171992.1	1307
NT_171991.1	1307
NT_171990.1	1307
NT_171997.1	1306
NT_171993.1	1306
NT_171994.1	1306
NT_171995.1	1306
NT_171998.1	1306
NT_171996.1	1306
NT_172000.1	1305
NT_172001.1	1305
NT_171999.1	1305
NT_172002.1	1304
NT_172003.1	1304
NT_172008.1	1303
NT_172005.1	1303
NT_172009.1	1303
NT_172007.1	1303
NT_172006.1	1303
NT_172004.1	1303
NT_172012.1	1302
NT_172011.1	1302
NT_172010.1	1302
NT_172014.1	1301
NT_172016.1	1301
NT_172015.1	1301
NT_172013.1	1301
NT_172020.1	1300
NT_172017.1	1300
NT_172019.1	1300
NT_172018.1	1300
NT_172021.1	1299
NT_172023.1	1299
NT_172022.1	1299
NT_172024.1	1299
NT_172025.1	1298
NT_172027.1	1298
NT_172026.1	1298
NT_172028.1	1298
NT_172032.1	1297
NT_172030.1	1297
NT_172033.1	1297
NT_172031.1	1297
NT_172029.1	1297
NT_172034.1	1297
NT_172037.1	1296
NT_172036.1	1296
NT_172035.1	1296
NT_172038.1	1295
NT_172040.1	1294
NT_172041.1	1294
NT_172039.1	1294
NT_172043.1	1293
NT_172042.1	1293
NT_172046.1	1292
NT_172044.1	1292
NT_172045.1	1292
NT_172047.1	1291
NT_172048.1	1290
NT_172049.1	1289
NT_172050.1	1289
NT_172055.1	1288
NT_172054.1	1288
NT_172053.1	1288
NT_172051.1	1288
NT_172052.1	1288
NT_172057.1	1287
NT_172058.1	1287
NT_172056.1	1287
NT_172062.1	1286
NT_172063.1	1286
NT_172060.1	1286
NT_172061.1	1286
NT_172059.1	1286
NT_172064.1	1286
NT_172067.1	1285
NT_172068.1	1285
NT_172066.1	1285
NT_172065.1	1285
NT_172071.1	1284
NT_172069.1	1284
NT_172070.1	1284
NT_172072.1	1284
NT_172077.1	1283
NT_172075.1	1283
NT_172079.1	1283
NT_172076.1	1283
NT_172078.1	1283
NT_172073.1	1283
NT_172074.1	1283
NT_172080.1	1282
NT_172081.1	1282
NT_172082.1	1282
NT_172084.1	1281
NT_172083.1	1281
NT_172085.1	1281
NT_172086.1	1281
NT_172087.1	1280
NT_172088.1	1280
NT_172090.1	1279
NT_172089.1	1279
NT_172092.1	1279
NT_172091.1	1279
NT_172096.1	1278
NT_172095.1	1278
NT_172094.1	1278
NT_172093.1	1278
NT_172097.1	1277
NT_172098.1	1277
NT_172105.1	1276
NT_172104.1	1276
NT_172107.1	1276
NT_172099.1	1276
NT_172106.1	1276
NT_172102.1	1276
NT_172101.1	1276
NT_172100.1	1276
NT_172103.1	1276
NT_172108.1	1276
NT_172114.1	1275
NT_172115.1	1275
NT_172112.1	1275
NT_172109.1	1275
NT_172113.1	1275
NT_172110.1	1275
NT_172111.1	1275
NT_172116.1	1274
NT_172117.1	1274
NT_172120.1	1273
NT_172119.1	1273
NT_172118.1	1273
NT_172121.1	1272
NT_172122.1	1271
NT_172123.1	1271
NT_172124.1	1271
NT_172125.1	1271
NT_172126.1	1271
NT_172129.1	1270
NT_172128.1	1270
NT_172127.1	1270
NT_172135.1	1269
NT_172132.1	1269
NT_172133.1	1269
NT_172137.1	1269
NT_172131.1	1269
NT_172130.1	1269
NT_172136.1	1269
NT_172134.1	1269
NT_172138.1	1268
NT_172139.1	1267
NT_172140.1	1267
NT_172141.1	1267
NT_172143.1	1266
NT_172144.1	1266
NT_172145.1	1266
NT_172146.1	1266
NT_172147.1	1266
NT_172142.1	1266
NT_172148.1	1265
NT_172149.1	1264
NT_172150.1	1264
NT_172153.1	1263
NT_172158.1	1263
NT_172152.1	1263
NT_172157.1	1263
NT_172154.1	1263
NT_172155.1	1263
NT_172160.1	1263
NT_172156.1	1263
NT_172159.1	1263
NT_172161.1	1263
NT_172162.1	1263
NT_172151.1	1263
NT_172165.1	1262
NT_172169.1	1262
NT_172164.1	1262
NT_172166.1	1262
NT_172167.1	1262
NT_172168.1	1262
NT_172163.1	1262
NT_172172.1	1261
NT_172170.1	1261
NT_172171.1	1261
NT_172174.1	1260
NT_172175.1	1260
NT_172173.1	1260
NT_172177.1	1259
NT_172176.1	1259
NT_172178.1	1258
NT_172180.1	1258
NT_172179.1	1258
NT_172181.1	1257
NT_172183.1	1257
NT_172182.1	1257
NT_172185.1	1257
NT_172184.1	1257
NT_172186.1	1256
NT_172188.1	1256
NT_172190.1	1256
NT_172191.1	1256
NT_172189.1	1256
NT_172187.1	1256
NT_172194.1	1254
NT_172193.1	1254
NT_172192.1	1254
NT_172196.1	1253
NT_172195.1	1253
NT_172197.1	1253
NT_172198.1	1253
NT_172201.1	1252
NT_172200.1	1252
NT_172199.1	1252
NT_172206.1	1251
NT_172203.1	1251
NT_172202.1	1251
NT_172207.1	1251
NT_172205.1	1251
NT_172204.1	1251
NT_172208.1	1250
NT_172211.1	1250
NT_172210.1	1250
NT_172209.1	1250
NT_172213.1	1249
NT_172212.1	1249
NT_172214.1	1249
NT_172215.1	1248
NT_172216.1	1248
NT_172217.1	1248
NT_172219.1	1247
NT_172218.1	1247
NT_172220.1	1246
NT_172221.1	1246
NT_172225.1	1245
NT_172224.1	1245
NT_172222.1	1245
NT_172226.1	1245
NT_172223.1	1245
NT_172229.1	1244
NT_172228.1	1244
NT_172227.1	1244
NT_172231.1	1243
NT_172230.1	1243
NT_172232.1	1242
NT_172233.1	1242
NT_172234.1	1242
NT_172235.1	1241
NT_172236.1	1241
NT_172238.1	1240
NT_172237.1	1240
NT_172240.1	1238
NT_172239.1	1238
NT_172241.1	1238
NT_172242.1	1238
NT_172243.1	1237
NT_172244.1	1237
NT_172245.1	1237
NT_172248.1	1236
NT_172246.1	1236
NT_172247.1	1236
NT_172252.1	1235
NT_172251.1	1235
NT_172250.1	1235
NT_172249.1	1235
NT_172256.1	1234
NT_172257.1	1234
NT_172255.1	1234
NT_172254.1	1234
NT_172258.1	1234
NT_172253.1	1234
NT_172260.1	1233
NT_172262.1	1233
NT_172261.1	1233
NT_172263.1	1233
NT_172259.1	1233
NT_172264.1	1232
NT_172267.1	1231
NT_172268.1	1231
NT_172266.1	1231
NT_172265.1	1231
NT_172271.1	1230
NT_172272.1	1230
NT_172270.1	1230
NT_172279.1	1230
NT_172278.1	1230
NT_172276.1	1230
NT_172277.1	1230
NT_172273.1	1230
NT_172274.1	1230
NT_172269.1	1230
NT_172275.1	1230
NT_172281.1	1229
NT_172280.1	1229
NT_172283.1	1228
NT_172286.1	1228
NT_172289.1	1228
NT_172284.1	1228
NT_172282.1	1228
NT_172285.1	1228
NT_172288.1	1228
NT_172287.1	1228
NT_172290.1	1227
NT_172296.1	1227
NT_172291.1	1227
NT_172299.1	1227
NT_172295.1	1227
NT_172292.1	1227
NT_172298.1	1227
NT_172293.1	1227
NT_172297.1	1227
NT_172294.1	1227
NT_172302.1	1226
NT_172300.1	1226
NT_172301.1	1226
NT_172303.1	1225
NT_172305.1	1225
NT_172304.1	1225
NT_172308.1	1224
NT_172307.1	1224
NT_172306.1	1224
NT_172309.1	1223
NT_172310.1	1222
NT_172312.1	1222
NT_172311.1	1222
NT_172316.1	1221
NT_172315.1	1221
NT_172314.1	1221
NT_172313.1	1221
NT_172317.1	1221
NT_172318.1	1221
NT_172319.1	1221
NT_172320.1	1220
NT_172321.1	1220
NT_172327.1	1220
NT_172322.1	1220
NT_172328.1	1220
NT_172323.1	1220
NT_172324.1	1220
NT_172325.1	1220
NT_172326.1	1220
NT_172329.1	1219
NT_172330.1	1219
NT_172332.1	1218
NT_172333.1	1218
NT_172335.1	1218
NT_172334.1	1218
NT_172331.1	1218
NT_172336.1	1217
NT_172338.1	1217
NT_172337.1	1217
NT_172340.1	1217
NT_172339.1	1217
NT_172341.1	1216
NT_172344.1	1215
NT_172343.1	1215
NT_172342.1	1215
NT_172349.1	1214
NT_172350.1	1214
NT_172347.1	1214
NT_172351.1	1214
NT_172348.1	1214
NT_172346.1	1214
NT_172345.1	1214
NT_172353.1	1213
NT_172352.1	1213
NT_172355.1	1212
NT_172354.1	1212
NT_172357.1	1211
NT_172358.1	1211
NT_172356.1	1211
NT_172362.1	1210
NT_172361.1	1210
NT_172363.1	1210
NT_172364.1	1210
NT_172360.1	1210
NT_172359.1	1210
NT_172366.1	1209
NT_172365.1	1209
NT_172368.1	1209
NT_172367.1	1209
NT_172371.1	1208
NT_172370.1	1208
NT_172369.1	1208
NT_172372.1	1207
NT_172375.1	1206
NT_172376.1	1206
NT_172374.1	1206
NT_172373.1	1206
NT_172378.1	1205
NT_172377.1	1205
NT_172382.1	1204
NT_172379.1	1204
NT_172380.1	1204
NT_172381.1	1204
NT_172389.1	1203
NT_172388.1	1203
NT_172386.1	1203
NT_172384.1	1203
NT_172385.1	1203
NT_172383.1	1203
NT_172387.1	1203
NT_172390.1	1202
NT_172392.1	1202
NT_172391.1	1202
NT_172394.1	1201
NT_172395.1	1201
NT_172396.1	1201
NT_172393.1	1201
NT_172398.1	1200
NT_172399.1	1200
NT_172400.1	1200
NT_172397.1	1200
NT_172402.1	1200
NT_172403.1	1200
NT_172404.1	1200
NT_172401.1	1200
NT_172405.1	1199
NT_172406.1	1199
NT_172411.1	1198
NT_172410.1	1198
NT_172412.1	1198
NT_172408.1	1198
NT_172407.1	1198
NT_172409.1	1198
NT_172413.1	1197
NT_172415.1	1197
NT_172414.1	1197
NT_172417.1	1196
NT_172419.1	1196
NT_172418.1	1196
NT_172416.1	1196
NT_172420.1	1195
NT_172423.1	1194
NT_172421.1	1194
NT_172422.1	1194
NT_172424.1	1194
NT_172426.1	1193
NT_172427.1	1193
NT_172425.1	1193
NT_172428.1	1192
NT_172429.1	1191
NT_172432.1	1191
NT_172431.1	1191
NT_172430.1	1191
NT_172435.1	1190
NT_172434.1	1190
NT_172436.1	1190
NT_172433.1	1190
NT_172438.1	1189
NT_172439.1	1189
NT_172440.1	1189
NT_172441.1	1189
NT_172437.1	1189
NT_172442.1	1188
NT_172443.1	1188
NT_172447.1	1187
NT_172444.1	1187
NT_172445.1	1187
NT_172446.1	1187
NT_172448.1	1187
NT_172449.1	1186
NT_172450.1	1185
NT_172451.1	1185
NT_172455.1	1184
NT_172456.1	1184
NT_172458.1	1184
NT_172457.1	1184
NT_172452.1	1184
NT_172453.1	1184
NT_172454.1	1184
NT_172459.1	1184
NT_172460.1	1183
NT_172461.1	1182
NT_172462.1	1181
NT_172463.1	1181
NT_172466.1	1180
NT_172464.1	1180
NT_172465.1	1180
NT_172474.1	1179
NT_172468.1	1179
NT_172473.1	1179
NT_172475.1	1179
NT_172472.1	1179
NT_172469.1	1179
NT_172471.1	1179
NT_172470.1	1179
NT_172467.1	1179
NT_172476.1	1178
NT_172478.1	1178
NT_172480.1	1178
NT_172477.1	1178
NT_172482.1	1178
NT_172479.1	1178
NT_172481.1	1178
NT_172483.1	1177
NT_172484.1	1176
NT_172485.1	1176
NT_172486.1	1175
NT_172490.1	1175
NT_172489.1	1175
NT_172487.1	1175
NT_172488.1	1175
NT_172493.1	1174
NT_172492.1	1174
NT_172491.1	1174
NT_172494.1	1173
NT_172497.1	1172
NT_172496.1	1172
NT_172498.1	1172
NT_172499.1	1172
NT_172500.1	1172
NT_172495.1	1172
NT_172505.1	1171
NT_172504.1	1171
NT_172503.1	1171
NT_172502.1	1171
NT_172501.1	1171
NT_172506.1	1170
NT_172507.1	1170
NT_172508.1	1170
NT_172509.1	1170
NT_172513.1	1169
NT_172511.1	1169
NT_172514.1	1169
NT_172516.1	1169
NT_172510.1	1169
NT_172515.1	1169
NT_172512.1	1169
NT_172520.1	1168
NT_172517.1	1168
NT_172519.1	1168
NT_172518.1	1168
NT_172522.1	1167
NT_172521.1	1167
NT_172524.1	1166
NT_172523.1	1166
NT_172525.1	1166
NT_172526.1	1166
NT_172529.1	1165
NT_172528.1	1165
NT_172527.1	1165
NT_172531.1	1165
NT_172530.1	1165
NT_172532.1	1164
NT_172533.1	1164
NT_172535.1	1163
NT_172534.1	1163
NT_172536.1	1163
NT_172541.1	1162
NT_172540.1	1162
NT_172537.1	1162
NT_172539.1	1162
NT_172538.1	1162
NT_172546.1	1161
NT_172542.1	1161
NT_172547.1	1161
NT_172544.1	1161
NT_172543.1	1161
NT_172545.1	1161
NT_172550.1	1160
NT_172551.1	1160
NT_172548.1	1160
NT_172549.1	1160
NT_172553.1	1160
NT_172552.1	1160
NT_172555.1	1159
NT_172554.1	1159
NT_172559.1	1158
NT_172557.1	1158
NT_172558.1	1158
NT_172562.1	1158
NT_172556.1	1158
NT_172561.1	1158
NT_172560.1	1158
NT_172565.1	1157
NT_172564.1	1157
NT_172567.1	1157
NT_172563.1	1157
NT_172566.1	1157
NT_172573.1	1156
NT_172574.1	1156
NT_172572.1	1156
NT_172571.1	1156
NT_172569.1	1156
NT_172570.1	1156
NT_172568.1	1156
NT_172575.1	1155
NT_172576.1	1155
NT_172578.1	1155
NT_172577.1	1155
NT_172582.1	1154
NT_172579.1	1154
NT_172581.1	1154
NT_172580.1	1154
NT_172583.1	1153
NT_172584.1	1153
NT_172585.1	1152
NT_172586.1	1152
NT_172589.1	1151
NT_172592.1	1151
NT_172590.1	1151
NT_172588.1	1151
NT_172587.1	1151
NT_172591.1	1151
NT_172593.1	1150
NT_172596.1	1150
NT_172595.1	1150
NT_172594.1	1150
NT_172599.1	1149
NT_172598.1	1149
NT_172597.1	1149
NT_172602.1	1149
NT_172601.1	1149
NT_172600.1	1149
NT_172606.1	1148
NT_172604.1	1148
NT_172605.1	1148
NT_172603.1	1148
NT_172609.1	1148
NT_172608.1	1148
NT_172607.1	1148
NT_172615.1	1147
NT_172614.1	1147
NT_172613.1	1147
NT_172611.1	1147
NT_172612.1	1147
NT_172610.1	1147
NT_172616.1	1147
NT_172617.1	1146
NT_172618.1	1146
NT_172619.1	1146
NT_172622.1	1146
NT_172620.1	1146
NT_172621.1	1146
NT_172624.1	1145
NT_172623.1	1145
NT_172625.1	1145
NT_172626.1	1144
NT_172627.1	1143
NT_172628.1	1143
NT_172629.1	1143
NT_172630.1	1142
NT_172631.1	1142
NT_172632.1	1141
NT_172633.1	1141
NT_172634.1	1141
NT_172635.1	1141
NT_172636.1	1141
NT_172637.1	1140
NT_172641.1	1140
NT_172638.1	1140
NT_172639.1	1140
NT_172642.1	1140
NT_172640.1	1140
NT_172645.1	1139
NT_172646.1	1139
NT_172644.1	1139
NT_172649.1	1139
NT_172647.1	1139
NT_172648.1	1139
NT_172643.1	1139
NT_172652.1	1137
NT_172653.1	1137
NT_172650.1	1137
NT_172651.1	1137
NT_172660.1	1136
NT_172661.1	1136
NT_172659.1	1136
NT_172658.1	1136
NT_172655.1	1136
NT_172656.1	1136
NT_172657.1	1136
NT_172654.1	1136
NT_172663.1	1135
NT_172664.1	1135
NT_172662.1	1135
NT_172665.1	1135
NT_172668.1	1134
NT_172667.1	1134
NT_172666.1	1134
NT_172674.1	1133
NT_172673.1	1133
NT_172672.1	1133
NT_172671.1	1133
NT_172669.1	1133
